"unique_id","species_harmonized","mean_lat","mean_long","intercept","slope","se_slope","cv_pop","McFadden_R2","year_s","year_10","year_e","year_range","n","rel_sample_per_year","fitted_first","fitted_10","fitted_last","ratio_fitted","ln_ratio_fitted","Kingdom","Phylum","Order","Class","Family","Hemisphere","Ecosystem","Position","ShiftR","Unit","PrAb","Sampling","Grain","Signif","Quality","Start","Reference","Source","usageKey","cent_lat","cent_long","dist_BioTime_BioShift"
"Gadus macrocephalus 182 NA","Gadus macrocephalus",47.8139016666667,-63.6183016666667,-101.3261,0.0509,0.05607,78.3858158875099,NA,1995,2005,2008,14,11,0.785714285714286,1.28775636792234,2.14270578898317,2.49632539034693,1.66390618781423,0.50916796329426,"Animalia","Chordata","Gadiformes","Actinopterygii","Gadidae","North","Marine","Centroid",1.048,"km/year","ABUND","CONT","COARSE","NO","LOW",1980,118,"A117_P1","GBIF:2415853",52.7914535,0.0451428000000078,4410.42274017866
"Gadus morhua 119 NA","Gadus morhua",43.398996133452,-62.8789154377224,39.2111,-0.0187,0.005056,106.009092313176,NA,1970,1980,2009,40,40,1,10.6189812901352,8.80742528609959,5.12000862839257,0.829403974398326,-0.187047939285598,"Animalia","Chordata","Gadiformes","Actinopterygii","Gadidae","North","Marine","Centroid",-0.597,"km/year","ABUND","CONT","COARSE","NO","LOW",1970,118,"A117_P8","GBIF:8084280",43.8767507,-63.0801053,55.5984377889986
"Gadus morhua 123 NA","Gadus morhua",43.8804820588235,-68.9899461764706,206.4724,-0.1023,0.053903,55.6648467734502,NA,2000,2010,2009,10,10,1,6.67177699880115,2.39890848977801,2.65727477858241,0.35956065231333,-1.02287240307976,"Animalia","Chordata","Gadiformes","Actinopterygii","Gadidae","North","Marine","Centroid",-0.83,"km/year","ABUND","CONT","FINE","NO","LOW",1968,54,"A53_P1","GBIF:8084280",42.99141525,-68.28703945,114.119498050693
"Gadus morhua 128 NA","Gadus morhua",41.5819691119691,-67.3929652509652,0,0,0.316226,0,0,1995,2005,1999,5,5,1,1.00000000004676,1.00000000004676,1.00000000004676,1,0,"Animalia","Chordata","Gadiformes","Actinopterygii","Gadidae","North","Marine","Centroid",-0.83,"km/year","ABUND","CONT","FINE","NO","LOW",1968,54,"A53_P1","GBIF:8084280",42.99141525,-68.28703945,173.313414188765
"Gadus morhua 180 NA","Gadus morhua",47.2600578703704,-58.5023611111111,-206.6947,0.1066,0.003068,133.223152473385,NA,1971,1981,1994,24,24,1,28.2558060433068,82.0173293952786,327.750168772297,2.90267172946944,1.06563159889288,"Animalia","Chordata","Gadiformes","Actinopterygii","Gadidae","North","Marine","Centroid",-1.561,"km/year","ABUND","CONT","COARSE","NO","LOW",1971,118,"A117_P9","GBIF:8084280",47.3249516,-62.90527975,332.468198334865
"Gadus morhua 213 NA","Gadus morhua",41.9861757752212,-68.4066017935103,31.9537,-0.0152,0.00396,127.244559903591,NA,1948,1958,2008,61,48,0.786885245901639,9.46809280430386,8.12896631087458,3.79227140613719,0.858564283102447,-0.152493723052459,"Animalia","Chordata","Gadiformes","Actinopterygii","Gadidae","North","Marine","Centroid",-0.83,"km/year","ABUND","CONT","FINE","NO","LOW",1968,54,"A53_P1","GBIF:8084280",42.99141525,-68.28703945,112.332288738976
"Gadus morhua 288 NA","Gadus morhua",43.9715779090909,-61.2496481688312,49.347,-0.0245,0.026651,67.8425738819791,NA,1971,1981,1995,25,14,0.56,2.99254775640932,2.3427401145108,1.66295442798333,0.782858054476561,-0.244803883618708,"Animalia","Chordata","Gadiformes","Actinopterygii","Gadidae","North","Marine","Centroid",-0.597,"km/year","ABUND","CONT","COARSE","NO","LOW",1970,118,"A117_P8","GBIF:8084280",43.8767507,-63.0801053,147.139975414934
"Gadus morhua 428 NA","Gadus morhua",58.8839525555094,9.4986789182403,25.839,-0.0117,0.000902,89.5640671332676,NA,1919,1929,2015,97,97,1,28.6496144774691,25.482079391577,9.30321743112631,0.889438823395576,-0.117164550637657,"Animalia","Chordata","Gadiformes","Actinopterygii","Gadidae","North","Marine","Centroid",3.896,"km/year","ABUND","CONT","FINE","NO","LOW",1977,48,"A47_P1","GBIF:8084280",56.5668407,4.44106285,395.938933576717
"Gadus morhua 466 NA","Gadus morhua",57.6370247933884,-8.68231404958678,134.622,-0.0668,0.018462,66.2846818375341,NA,1986,1996,2008,23,20,0.869565217391304,7.49877355983123,3.84598316507553,1.72594895075723,0.51288162449355,-0.667710211913146,"Animalia","Chordata","Gadiformes","Actinopterygii","Gadidae","North","Marine","Centroid",0,"km/year","ABUND","CONT","FINE","NO","MODELED",1994,255,"A254_P2","GBIF:8084280",61.7602116,-7.67396135,462.457268925559
"Galium saxatile 465 NA","Galium saxatile",49.0848497674419,13.3036537209302,487.8238,-0.2424,0.174148,57.6389632418447,NA,2007,2017,2012,6,6,1,3.5288817790759,0.31243848252158,1.05002784156065,0.0885375317399828,-2.42432872941049,"Plantae","Tracheophyta","Gentianales","Magnoliopsida","Rubiaceae","North","Terrestrial","Centroid",0.056,"km/year","OCCUR","TWO","MEDIUM","YES","MODELED",1978,19,"A19_P1","GBIF:2914547",51.67668795,-2.00077975,1121.72929030857
"Galium verum 725 NA","Galium verum",49.35111,120.11917,-114.6877,0.0576,0.101664,53.6579064616406,NA,2009,2019,2015,7,7,1,2.91167929499174,5.18059182933083,4.11419660081959,1.7792453441702,0.576189310456542,"Plantae","Tracheophyta","Gentianales","Magnoliopsida","Rubiaceae","North","Terrestrial","Centroid",0.297,"km/year","OCCUR","TWO","MEDIUM","YES","MODELED",1978,19,"A19_P4","GBIF:9063248",56.64641785,-4.27652235,7173.63251916506
"Galium verum 747 NA","Galium verum",49.423,119.95,-555.2886,0.2775,0.316467,28.4940336556976,NA,2006,2016,2008,3,3,1,3.83093332407981,61.4327289214094,6.67303858722784,16.0359692337286,2.77483427620325,"Plantae","Tracheophyta","Gentianales","Magnoliopsida","Rubiaceae","North","Terrestrial","Centroid",0.297,"km/year","OCCUR","TWO","MEDIUM","YES","MODELED",1978,19,"A19_P4","GBIF:9063248",56.64641785,-4.27652235,7160.5449506903
"Gallinago delicata 217 NA","Gallinago delicata",46.6249966156463,-112.843581578231,1.5935,-7e-04,0.07463,26.8205661117465,NA,1993,2003,2004,12,11,0.916666666666667,1.26277405626531,1.25418530123758,1.25332964521377,0.993198502150791,-0.00682473345358109,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",0.725,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2481817",43.6271988,-107.96940985,507.68075386178
"Gallinago gallinago 374 121100","Gallinago gallinago",35.670197,139.920073,397.628,-0.1969,0.090328,44.9922918585319,NA,2007,2017,2012,6,6,1,11.6245834466455,1.62277732900211,4.34328337508727,0.139598750910115,-1.96898303632918,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7486.77335597859
"Gallinago gallinago 374 126600","Gallinago gallinago",35.8966,139.892,152.2374,-0.0745,0.035383,44.7006208199147,NA,2005,2015,2014,10,8,0.8,16.979146743479,8.05926102617063,8.68274978742898,0.474656421075215,-0.745164060724733,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7462.82643364326
"Gallinago gallinago 374 130200","Gallinago gallinago",35.6362,139.8649,261.0557,-0.1293,0.102208,54.6013484548764,NA,2005,2015,2013,9,4,0.444444444444444,5.55407384937473,1.52357490454491,1.97339206912654,0.274316645018401,-1.29347220107724,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7488.12112911247
"Gallinago gallinago 374 130300","Gallinago gallinago",35.5874,139.8173,3.1803,-0.0011,0.116875,38.4140257337508,NA,2006,2016,2013,8,4,0.5,2.44861823110298,2.42088778566976,2.42917378163481,0.988675063723293,-0.0113895516742501,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7491.25051787403
"Gallinago gallinago 374 130800","Gallinago gallinago",35.5421,139.7225,1.7186,-1e-04,0.059729,60.5560838557974,NA,2004,2014,2014,11,6,0.545454545454545,4.57201117327859,4.56748221945863,4.56748221945863,0.99900941759582,-0.000991073355174609,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7492.23338147271
"Gallinago gallinago 374 140700","Gallinago gallinago",35.447,139.3927,271.5156,-0.1344,0.104159,41.2830459052744,NA,2005,2015,2010,6,6,1,7.42193454609489,1.93526577453729,3.7899097493099,0.260749507088491,-1.34419507546357,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7489.29969181975
"Gallinago gallinago 374 171400","Gallinago gallinago",36.9246,136.8158,-4.8101,0.0033,0.060444,45.2830892693266,NA,2005,2015,2014,10,5,0.5,5.96276977826726,6.162183053274,6.14194523792302,1.03344306126551,0.0328960055068741,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7241.58447165161
"Gallinago gallinago 374 230400","Gallinago gallinago",34.7931,137.0143,-13.4103,0.0078,0.08846,49.3387836854055,NA,2005,2015,2010,6,3,0.5,9.00806956309956,9.7373449225671,9.36561158827221,1.08095800708011,0.0778476915381568,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7463.33071432421
"Gallinago gallinago 374 230500","Gallinago gallinago",34.8409,136.9866,-379.9143,0.19,0.051501,63.505289627712,NA,2005,2015,2014,10,7,0.7,2.88914018848825,19.3189227667765,15.9757581450636,6.68673775116645,1.90012612459179,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7457.43814325667
"Gallinago gallinago 374 231000","Gallinago gallinago",35.1693,136.6891,94.2921,-0.0456,0.046693,31.4983119993806,NA,2005,2015,2011,7,6,0.857142857142857,18.8255612573097,11.9361317437278,14.3224506781049,0.634038559625585,-0.455645506795634,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7412.77280283641
"Gallinago gallinago 374 240100","Gallinago gallinago",34.624,136.5405,-180.4405,0.0909,0.039494,43.477951008136,NA,2005,2015,2014,10,7,0.7,6.27706347612801,15.5804402000089,14.2264782244311,2.48212245411602,0.909114022437279,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7461.73569989468
"Gallinago gallinago 374 280600","Gallinago gallinago",34.7719,134.5546,-214.8541,0.1073,0.402044,16.3663417676994,NA,2011,2021,2013,3,3,1,2.78373586439225,8.14398039317753,3.45040253068394,2.92555787973639,1.07348519061253,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7368.0556475235
"Gallinago gallinago 374 320100","Gallinago gallinago",35.4508,133.2224,-218.849,0.1103,0.028523,50.9983360176602,NA,2005,2015,2014,10,8,0.8,9.43555100712867,28.4229082297947,25.4553098766767,3.01232097715553,1.10271087038058,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7246.68816921456
"Gallinago gallinago 374 340300","Gallinago gallinago",34.417,132.7146,-435.6432,0.2181,0.092574,31.2105428552484,NA,2011,2021,2014,4,3,0.75,19.7022574580417,174.488108174241,37.904514916086,8.85624952094111,2.18112337036411,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7329.19043462707
"Gallinago gallinago 374 350100","Gallinago gallinago",34.1346,132.2191,-258.3788,0.1302,0.021415,67.7942601297704,NA,2004,2014,2014,11,9,0.818181818181818,12.8839391337097,47.3729487381123,47.3729487381123,3.6768994518272,1.30206985677995,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7337.11235535805
"Gallinago gallinago 374 380100","Gallinago gallinago",33.9209,133.1524,15.6823,-0.0071,0.055244,11.7851130197758,NA,2004,2014,2014,11,4,0.363636363636364,4.14273624804234,3.85817496808293,3.85817496808293,0.931310790037894,-0.0711622335258363,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7396.55288033643
"Gallinago gallinago 374 380200","Gallinago gallinago",33.947,133.0869,432.3462,-0.2147,0.261551,44.0958551844098,NA,2009,2019,2013,5,3,0.6,2.89206608781573,0.337972883977949,1.22539942114941,0.116862088802821,-2.14676076761185,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7391.27865161751
"Gallinago gallinago 374 400100","Gallinago gallinago",33.8199,130.9643,223.9397,-0.1104,0.039434,46.6712832434863,NA,2004,2014,2014,11,7,0.636363636363636,14.9437031448001,4.95462099482599,4.95462099482599,0.331552423573806,-1.10396934136497,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7316.76100181931
"Gallinago gallinago 374 400300","Gallinago gallinago",33.5979,130.251,440.8132,-0.218,0.035846,64.1394056502999,NA,2005,2015,2013,9,7,0.777777777777778,39.15562076885,4.42498315997143,6.84365519873104,0.113010164903111,-2.1802775094207,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7309.19170300116
"Gallinago gallinago 374 401300","Gallinago gallinago",33.8079,130.4764,-555.7012,0.2772,0.108835,68.6448411039294,NA,2007,2017,2013,7,4,0.571428571428571,1.9535080255516,31.2424710440969,10.3079737874983,15.9930088002967,2.77215167676786,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7297.69968203931
"Gallinago gallinago 374 430500","Gallinago gallinago",32.7803,130.6017,85.1782,-0.041,0.035549,44.1718330013896,NA,2004,2014,2013,10,5,0.5,21.2161723534917,14.0829676984551,14.6720726348011,0.663784563200787,-0.409797635162832,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7405.19959909515
"Gallinago gallinago 374 440600","Gallinago gallinago",33.5775,131.3354,69.032,-0.033,0.032864,31.1916618163425,NA,2005,2015,2013,9,8,0.888888888888889,18.1092457261564,13.0210759458803,13.9090532535456,0.719029171219049,-0.329853350152192,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7356.26221087397
"Gallinago gallinago 374 440800","Gallinago gallinago",33.607,131.4453,180.7588,-0.0893,0.065344,46.7037613539677,NA,2004,2014,2014,11,4,0.363636363636364,5.61565376231691,2.29832049959895,2.29832049959895,0.409270335543391,-0.893379374183127,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7357.86632517844
"Gallinago gallinago 374 470100","Gallinago gallinago",26.1957,127.6843,-99.5564,0.0501,0.116477,22.3035642799943,NA,2006,2016,2013,8,3,0.375,2.56274385548367,4.22941259243648,3.63921402953365,1.65034542308493,0.500984613326594,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7938.20134380854
"Gallinago gallinago 374 470700","Gallinago gallinago",26.3107,127.8315,11.8054,-0.005,0.067917,75.2170699877109,NA,2006,2016,2014,9,4,0.444444444444444,6.02772527797126,5.73435009333439,5.79185996866976,0.951329038549744,-0.0498952841123615,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7933.1123531089
"Gallinago gallinago 374 470800","Gallinago gallinago",26.1721,127.6563,37.6917,-0.0178,0.063491,57.0692630714462,NA,2007,2017,2014,8,5,0.625,7.12736051875947,5.96509606308218,6.29232038652269,0.836929189618209,-0.178015812288656,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7939.3410445181
"Gallinago gallinago 374 80200","Gallinago gallinago",35.7899,140.7456,-103.4043,0.0523,0.080955,58.2787823380319,NA,2005,2015,2013,9,3,0.333333333333333,3.9509671199721,6.66283453390767,6.00161186699365,1.68638065860561,0.522584610255976,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7505.76334348093
"Gallinago gallinago 374 80400","Gallinago gallinago",35.9611,140.4363,-35.6447,0.0198,0.018617,26.7644171471174,NA,2005,2015,2013,9,7,0.777777777777778,54.0019130933329,65.8048656966065,63.2540350355729,1.2185654530956,0.19767430876324,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7476.82312132863
"Gallinago gallinago 374 80700","Gallinago gallinago",36.0282,140.3301,54.4757,-0.0258,0.046813,44.2264213881243,NA,2006,2016,2013,8,6,0.75,14.2640442863442,11.016860800983,11.904558870792,0.772351836535595,-0.258315085970629,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7466.04277610305
"Gallinago gallinago 374 90100","Gallinago gallinago",36.3126,139.7494,90.2599,-0.0436,0.048103,53.63946174344,NA,2007,2017,2014,8,6,0.75,17.0510311355237,11.0299785757351,12.5697738016856,0.64688044306925,-0.435593788157234,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-3.674,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1990,114,"A113_P4","GBIF:2481819",64.94220545,25.617815,7415.41512925854
"Gallinago gallinago 420 NA","Gallinago gallinago",65.84,16.342,39.1746,-0.0192,0.089989,14.4337567297406,NA,1983,1993,1992,10,4,0.4,2.94349258219492,2.42902194623115,2.47613654199504,0.825217621041145,-0.19210814435192,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-0.079,"km/year","ABUND","TWO","MEDIUM","YES","MODELED",2000,136,"A135_P1","GBIF:2481819",62.19500015,17.6393608,410.640249422923
"Gallinago gallinago 582 NA","Gallinago gallinago",59.817,22.9,3.1687,-0.0011,0.00789,23.5167351195023,NA,1979,1989,2019,41,41,1,2.85948333617672,2.82904243157784,2.73965032464045,0.989354403918442,-0.0107026658285418,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-0.079,"km/year","ABUND","TWO","MEDIUM","YES","MODELED",2000,136,"A135_P1","GBIF:2481819",62.19500015,17.6393608,387.920356623271
"Gallinago gallinago 634 NA","Gallinago gallinago",62.4769010989011,16.6445604395604,-21.7537,0.0112,0.024401,37.5250233267443,NA,1999,2009,2019,21,21,1,1.95060717253564,2.18214006719189,2.44115542067568,1.11869785875711,0.11216538282325,"Animalia","Chordata","Charadriiformes","Aves","Scolopacidae","North","Terrestrial","Centroid",-0.079,"km/year","ABUND","TWO","MEDIUM","YES","MODELED",2000,136,"A135_P1","GBIF:2481819",62.19500015,17.6393608,60.2345250415942
"Gallinula chloropus 372 S120","Gallinula chloropus",35,136.6,149.4856,-0.0732,0.234575,7.61585121755902,NA,2010,2020,2012,3,3,1,9.7859114896599,4.70479648711492,8.45257815632711,0.48077243413515,-0.732361230734313,"Animalia","Chordata","Gruiformes","Aves","Rallidae","North","Terrestrial","Centroid",0,"km/year","OCCUR","TWO","COARSE","NO","LOW",1974,248,"A247_P1","GBIF:5228199",64.95307265,25.54385325,7428.51938624855
"Gallinula chloropus 624 NA","Gallinula chloropus",51.300151,4.285094,87.1836,-0.0427,0.011555,50.6677920183976,NA,1992,2002,2017,26,26,1,8.81609336371932,5.75366423300609,3.0335210588793,0.65263195336429,-0.426741932852266,"Animalia","Chordata","Gruiformes","Aves","Rallidae","North","Terrestrial","Centroid",-1.754,"km/year","ABUND","CONT","MEDIUM","YES","MODELED",1994,182,"A181_P1","GBIF:5228199",55.2931843,-2.8883335,651.601327861146
"Gallinula chloropus 632 NA","Gallinula chloropus",33.4140009782609,-112.089630586957,-49.6628,0.0248,0.213465,22.0349190478159,NA,2014,2024,2019,6,5,0.833333333333333,1.3807017574017,1.76964929239348,1.56312439939768,1.28170278838764,0.248189497289729,"Animalia","Chordata","Gruiformes","Aves","Rallidae","North","Terrestrial","Centroid",-3.045,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:5228199",43.6271988,-107.96940985,1191.79078646441
"Gallinula chloropus 702 BM_mid_B2","Gallinula chloropus",33.382491,-112.303354,95.4486,-0.0471,0.210179,18.2321137638829,NA,2016,2026,2021,6,4,0.666666666666667,1.75310202753763,1.09495829426725,1.3854867757395,0.624583325481181,-0.470670530805265,"Animalia","Chordata","Gruiformes","Aves","Rallidae","North","Terrestrial","Centroid",-3.045,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:5228199",43.6271988,-107.96940985,1200.83511321723
"Gallinula chloropus 702 PE-10B","Gallinula chloropus",33.389401,-112.25664,245.2532,-0.1222,0.227366,31.6149868074841,NA,2000,2010,2004,5,5,1,2.48078795838562,0.731142604334353,1.52178964163723,0.294721925694184,-1.2217229919579,"Animalia","Chordata","Gruiformes","Aves","Rallidae","North","Terrestrial","Centroid",-3.045,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:5228199",43.6271988,-107.96940985,1198.83594106613
"Gallinula chloropus 702 PN-1B","Gallinula chloropus",33.547464,-111.656845,115.1826,-0.0568,0.056199,98.9664975433737,NA,2004,2014,2016,13,7,0.538461538461538,3.63959337515243,2.06174980075457,1.8402320081422,0.566478061761011,-0.568316925193315,"Animalia","Chordata","Gruiformes","Aves","Rallidae","North","Terrestrial","Centroid",-3.045,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:5228199",43.6271988,-107.96940985,1166.70688905549
"Garrulus glandarius 372 C011","Garrulus glandarius",35.2,132.6,-529.4972,0.2639,0.450034,30.1226227403283,NA,2009,2019,2011,3,3,1,1.91804066646547,26.8474720517972,3.25137399979894,13.997342455346,2.63886748697814,"Animalia","Chordata","Passeriformes","Aves","Corvidae","North","Terrestrial","Centroid",-2.495,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1980,114,"A113_P3","GBIF:5229493",64.94220545,25.617815,7246.47630511033
"Garrulus glandarius 372 S091","Garrulus glandarius",36.4,137,-568.0341,0.2832,0.381339,28.2796333859185,NA,2009,2019,2011,3,3,1,2.62466891140659,44.5764134173763,4.62466891140714,16.9836329541037,2.83225011289232,"Animalia","Chordata","Passeriformes","Aves","Corvidae","North","Terrestrial","Centroid",-2.495,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1980,114,"A113_P3","GBIF:5229493",64.94220545,25.617815,7301.33124664291
"Garrulus glandarius 372 S105","Garrulus glandarius",36.2,138.4,224.889,-0.1113,0.409514,22.2222222222222,NA,2009,2019,2011,3,3,1,3.33951253659785,1.0968248123297,2.67284586993188,0.328438597043595,-1.11340537772662,"Animalia","Chordata","Passeriformes","Aves","Corvidae","North","Terrestrial","Centroid",-2.495,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1980,114,"A113_P3","GBIF:5229493",64.94220545,25.617815,7375.42417059378
"Garrulus glandarius 377 200001","Garrulus glandarius",35.2,137.2,-386.5262,0.1923,0.284634,35.7193290118901,NA,2009,2019,2013,5,4,0.8,0.905133084385428,6.19537889883165,1.9536853171595,6.84471599338149,1.92347696677393,"Animalia","Chordata","Passeriformes","Aves","Corvidae","North","Terrestrial","Centroid",-2.495,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1980,114,"A113_P3","GBIF:5229493",64.94220545,25.617815,7429.65894978076
"Garrulus glandarius 377 200002","Garrulus glandarius",33.1,132.9,138.493,-0.0687,0.3757,25.0627265805388,NA,2009,2019,2012,4,4,1,1.572422280936,0.790972042080627,1.27951909726782,0.503027750032766,-0.68710994135293,"Animalia","Chordata","Passeriformes","Aves","Corvidae","North","Terrestrial","Centroid",-2.495,"km/year","ABUND","TWO","COARSE","YES","RESURVEYED",1980,114,"A113_P3","GBIF:5229493",64.94220545,25.617815,7468.31974488974
